Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_hijos,Año_registro,Total_gasto,Total_compras,Campañas_aceptadas,Cluster_KMeans,Clusters_Jerarquicos,Cluster_DBSCAN
Licenciatura,Soltero,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,44,1,2012,299,14,1,1,0,0
Licenciatura,Unión Libre,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,64,1,2014,320,13,1,1,0,0
Maestría,Casado,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,49,1,2012,441,16,0,1,0,0
Maestría,Casado,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,77,2,2012,1178,28,2,0,0,-1
Licenciatura,Casado,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,36,0,2013,85,6,0,1,1,0
Básica,Soltero,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,44,1,2013,24,4,0,1,1,0
Licenciatura,Soltero,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,51,1,2013,112,8,0,1,1,0
Posgrado,Casado,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,67,1,2013,30,5,0,1,1,0
Doctorado,Casado,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,43,0,2013,410,16,0,1,0,0
Licenciatura,Unión Libre,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,50,1,2013,800,24,1,0,0,0
Doctorado,Divorciado,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,64,0,2013,1313,20,1,0,0,0
Doctorado,Unión Libre,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,70,0,2013,1483,23,0,0,0,0
Licenciatura,Soltero,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,33,0,2013,1258,17,1,0,0,0
Licenciatura,Unión Libre,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,39,1,2012,28,4,0,1,1,0
Licenciatura,Casado,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,61,1,2014,227,11,0,1,0,0
Licenciatura,Casado,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,44,0,2012,1555,20,2,0,0,0
Licenciatura,Soltero,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,64,1,2013,861,23,0,0,0,0
Licenciatura,Casado,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,48,1,2013,103,8,1,1,1,0
Doctorado,Soltero,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,80,0,2014,634,19,0,0,0,-1
Licenciatura,Soltero,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,63,0,2013,1918,19,0,0,0,0
Maestría,Soltero,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,55,2,2013,131,10,0,1,1,0
Licenciatura,Unión Libre,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,58,2,2012,586,22,0,1,0,0
Básica,Casado,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,34,1,2013,62,7,1,1,1,0
Licenciatura,Divorciado,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,52,2,2013,447,22,0,1,1,0
Posgrado,Unión Libre,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,76,0,2012,939,27,0,0,0,-1
Posgrado,Divorciado,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,49,1,2013,797,15,1,0,0,-1
Maestría,Soltero,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,68,1,2012,1143,16,1,0,0,-1
Licenciatura,Soltero,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,50,1,2013,415,17,0,1,0,0
Licenciatura,Casado,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,53,1,2013,30,5,0,1,1,0
Maestría,Divorciado,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,58,1,2013,187,12,0,1,1,0
Licenciatura,Casado,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,68,1,2014,251,11,0,1,0,0
Licenciatura,Soltero,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,51,1,2014,237,12,0,1,0,0
Posgrado,Unión Libre,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,66,2,2013,91,8,0,1,1,0
Maestría,Soltero,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,61,3,2013,35,6,0,1,1,0
Doctorado,Divorciado,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,66,1,2012,493,22,1,0,0,0
Doctorado,Casado,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,57,1,2013,971,28,0,0,0,0
Licenciatura,Soltero,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,66,1,2012,371,17,0,1,0,0
Licenciatura,Soltero,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,51,3,2013,396,20,0,1,0,0
Licenciatura,Casado,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,41,1,2013,68,7,2,1,1,0
Maestría,Unión Libre,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,55,1,2013,322,15,1,1,0,0
Maestría,Unión Libre,,0,1,2013-04-01,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,56,1,2013,317,14,0,1,0,0
Maestría,Divorciado,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,71,1,2014,222,10,0,1,1,0
Posgrado,Unión Libre,54342.0,1,1,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,70,2,2013,177,12,0,1,1,0
Licenciatura,Unión Libre,,1,1,2012-09-03,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,68,2,2012,45,5,0,1,1,0
Posgrado,Soltero,,1,1,2014-01-12,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,62,2,2014,21,4,0,1,1,0
Licenciatura,Casado,20895.0,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,53,1,2012,45,6,0,1,1,0
Licenciatura,Casado,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,78,0,2014,1899,20,2,0,0,0
Doctorado,Unión Libre,,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,54,1,2014,42,5,0,1,1,0
Posgrado,Unión Libre,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,50,2,2013,22,6,0,1,1,0
Licenciatura,Unión Libre,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,46,2,2012,41,5,0,1,1,0
Licenciatura,Unión Libre,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,47,0,2014,1440,21,0,0,0,0
Maestría,Casado,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,54,2,2013,325,17,0,1,0,0
Licenciatura,Unión Libre,22682.0,1,0,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,53,1,2013,95,10,0,1,1,0
Doctorado,Unión Libre,38887.0,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,54,1,2014,42,5,0,1,1,0
Posgrado,Soltero,41658.0,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,51,2,2012,72,6,0,1,1,0
Doctorado,Casado,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,54,1,2014,20,7,0,1,1,0
Maestría,Casado,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,70,2,2013,789,23,0,0,0,0
Licenciatura,Divorciado,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,52,2,2014,15,4,0,1,1,0
Licenciatura,Divorciado,26759.0,1,0,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,54,1,2014,59,8,0,1,1,0
Maestría,Divorciado,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,58,1,2013,908,22,0,0,0,0
Doctorado,Casado,51039.0,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,57,2,2012,417,14,0,1,0,0
Licenciatura,Casado,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,65,2,2012,289,15,0,1,0,0
Licenciatura,Casado,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,54,1,2014,769,21,0,0,0,0
Licenciatura,Casado,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,73,1,2014,188,10,0,1,0,0
Licenciatura,Soltero,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,69,1,2012,354,14,1,1,0,0
Maestría,Casado,44511.0,1,0,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,56,1,2012,727,26,0,0,0,0
Doctorado,Casado,36947.0,1,1,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,59,2,2012,146,11,0,1,1,0
Maestría,Unión Libre,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,75,1,2013,319,16,0,1,1,0
Maestría,Casado,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,73,1,2013,794,22,0,0,0,0
Licenciatura,Casado,57045.0,0,1,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,76,1,2012,454,18,0,0,0,0
Doctorado,Divorciado,36957.0,1,1,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,73,2,2012,152,11,1,1,1,0
Doctorado,Casado,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,49,1,2012,797,22,0,0,0,0
Licenciatura,Casado,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,54,1,2013,1690,16,4,0,0,-1
Maestría,Casado,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,57,2,2014,20,4,0,1,1,0
Licenciatura,Casado,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,82,0,2014,1428,21,2,0,0,-1
Licenciatura,Soltero,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,36,1,2013,209,11,0,1,1,0
Licenciatura,Soltero,57537.0,1,0,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,47,1,2013,545,19,0,1,0,0
Básica,Unión Libre,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,60,0,2013,96,6,0,1,0,0
Licenciatura,Unión Libre,51315.0,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,78,0,2014,222,10,0,1,0,0
Licenciatura,Casado,36026.0,2,1,2014-03-16,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,54,3,2014,61,7,0,1,1,0
Licenciatura,Casado,24639.0,1,1,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,53,2,2014,44,9,0,1,1,0
Doctorado,Unión Libre,34578.0,2,1,2014-04-11,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,54,3,2014,8,4,0,1,1,0
Posgrado,Soltero,65704.0,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,54,0,2013,817,23,0,0,0,-1
Licenciatura,Soltero,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,60,1,2012,1371,23,1,0,0,0
Doctorado,Unión Libre,54132.0,0,1,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,57,1,2014,42,5,0,1,1,0
Licenciatura,Casado,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,67,0,2012,60,5,0,1,0,0
Licenciatura,Casado,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,56,1,2013,78,9,0,1,1,0
Doctorado,Casado,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,52,1,2013,23,4,0,1,1,0
Doctorado,Casado,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,54,1,2013,19,4,0,1,1,0
Posgrado,Soltero,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,68,2,2014,61,7,0,1,1,0
Licenciatura,Soltero,31907.0,0,0,2013-03-04,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,54,0,2013,449,14,0,1,1,0
Maestría,Casado,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,43,1,2013,37,5,0,1,1,0
Posgrado,Divorciado,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,53,1,2014,38,5,0,1,1,0
Licenciatura,Casado,92533.0,0,0,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,41,0,2013,1131,23,2,0,0,0
Licenciatura,Soltero,34853.0,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,53,2,2013,34,7,0,1,1,0
Licenciatura,Divorciado,70844.0,1,1,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,59,2,2013,294,17,0,1,1,0
Posgrado,Casado,31086.0,1,1,2013-05-04,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,47,2,2013,48,6,1,1,1,0
Licenciatura,Casado,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,65,2,2012,289,15,0,1,0,0
Posgrado,Unión Libre,20491.0,0,0,2013-01-25,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,40,0,2013,30,4,0,1,1,0
Licenciatura,Casado,42523.0,0,0,2014-04-23,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,62,0,2014,125,7,0,1,0,0
Licenciatura,Casado,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,43,1,2013,156,9,0,1,1,0
Licenciatura,Unión Libre,33402.0,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,74,2,2013,70,9,0,1,1,0
Maestría,Casado,36408.0,1,1,2013-09-21,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,77,2,2013,22,4,0,1,1,0
Licenciatura,Unión Libre,21645.0,1,0,2012-09-03,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,47,1,2012,65,9,1,1,1,0
Maestría,Viudo,78427.0,0,0,2012-10-24,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,78,0,2012,1930,23,2,0,0,-1
Licenciatura,Unión Libre,82657.0,0,0,2013-09-27,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,80,0,2013,2283,23,2,0,0,-1
Licenciatura,Casado,51876.0,0,0,2013-10-15,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,68,0,2013,310,13,0,1,0,0
Posgrado,Casado,78041.0,0,0,2012-12-16,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,55,0,2012,1319,18,0,0,0,0
Licenciatura,Casado,52852.0,0,1,2012-12-01,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,69,1,2012,879,26,1,0,0,0
Doctorado,Unión Libre,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,44,0,2013,1244,17,0,0,0,0
Posgrado,Unión Libre,69401.0,0,1,2014-03-23,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,53,1,2014,690,17,0,0,0,0
Licenciatura,Unión Libre,46053.0,1,0,2013-02-17,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,54,1,2013,209,12,0,1,0,0
Licenciatura,Casado,77343.0,0,0,2014-06-09,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,61,0,2014,1134,17,0,0,0,0
Licenciatura,Soltero,73892.0,0,0,2013-11-13,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,73,0,2013,1507,23,1,0,0,0
Doctorado,Soltero,40304.0,1,0,2013-09-30,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,59,1,2013,57,6,0,1,1,0
Doctorado,Unión Libre,32727.0,0,0,2012-08-28,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,61,0,2012,529,17,0,1,0,-1
Licenciatura,Unión Libre,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,57,0,2014,1091,16,0,0,0,0
Licenciatura,Divorciado,43300.0,0,1,2012-10-13,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,55,1,2012,180,11,1,1,0,0
Licenciatura,Unión Libre,26290.0,1,1,2013-01-12,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,54,2,2013,77,10,0,1,1,0
Licenciatura,Soltero,93790.0,0,0,2014-02-12,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,56,0,2014,2349,25,4,0,0,-1
Doctorado,Casado,38410.0,0,0,2012-09-14,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,52,0,2012,534,18,1,0,0,0
Maestría,Viudo,64866.0,0,1,2014-01-26,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,76,1,2014,556,21,1,0,0,-1
Licenciatura,Unión Libre,57957.0,0,1,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,67,1,2013,637,25,0,0,0,0
Doctorado,Unión Libre,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,71,2,2014,46,5,2,1,1,0
Licenciatura,Unión Libre,16531.0,1,0,2014-06-18,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,48,1,2014,44,9,0,1,1,0
Maestría,Casado,28072.0,1,0,2013-07-08,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,40,1,2013,47,5,0,1,1,0
Maestría,Divorciado,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,63,1,2013,795,22,0,0,0,0
Licenciatura,Casado,50725.0,0,1,2013-02-13,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,73,1,2013,586,21,0,0,0,0
Licenciatura,Unión Libre,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,74,0,2013,1574,20,1,0,0,0
Doctorado,Casado,41145.0,1,1,2014-02-08,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,76,2,2014,13,4,0,1,1,0
Licenciatura,Unión Libre,67419.0,0,1,2013-01-16,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,56,1,2013,1471,25,0,0,0,0
Posgrado,Casado,23162.0,1,1,2013-12-21,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,56,2,2013,65,8,0,1,1,0
Licenciatura,Casado,34380.0,1,0,2013-05-02,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,49,1,2013,175,12,0,1,0,0
Licenciatura,Soltero,34704.0,0,1,2013-04-27,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,60,1,2013,40,5,0,1,1,0
Doctorado,Casado,94871.0,0,2,2012-09-01,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,57,2,2012,1078,18,3,0,0,-1
Licenciatura,Casado,65148.0,0,1,2012-11-16,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,68,1,2012,1115,21,0,0,0,0
Licenciatura,Unión Libre,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,72,1,2013,134,9,0,1,1,0
Maestría,Soltero,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,70,0,2012,1540,23,0,0,0,1
Doctorado,Casado,59892.0,0,1,2013-11-02,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,56,1,2013,87,7,0,1,1,0
Maestría,Soltero,41020.0,0,0,2013-10-28,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,39,0,2013,217,10,0,1,1,0
Doctorado,Casado,57072.0,0,1,2014-01-24,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,65,1,2014,1034,27,1,0,0,0
Licenciatura,Soltero,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,47,1,2013,1180,31,0,0,0,0
Licenciatura,Unión Libre,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,66,1,2012,819,23,0,0,0,0
Posgrado,Unión Libre,19414.0,1,0,2013-10-16,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,45,1,2013,32,5,0,1,1,0
Licenciatura,Casado,19107.0,1,0,2013-08-22,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,46,1,2013,46,6,0,1,1,0
Posgrado,Unión Libre,75484.0,0,1,2012-08-02,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,50,1,2012,1159,18,0,0,0,0
Maestría,Soltero,70379.0,0,1,2013-03-03,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,50,1,2013,860,25,0,0,0,0
Maestría,Unión Libre,79419.0,0,0,2014-06-22,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,56,0,2014,1631,15,0,0,0,0
Doctorado,Unión Libre,64014.0,2,1,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,80,3,2014,444,22,1,1,0,-1
Licenciatura,Casado,76998.0,0,1,2013-01-11,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,71,1,2013,1910,29,1,0,0,0
Maestría,Unión Libre,49854.0,1,0,2013-11-10,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,54,1,2013,380,18,0,1,0,0
Doctorado,Casado,60585.0,1,1,2013-06-24,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,55,2,2013,736,30,1,0,0,-1
Doctorado,Divorciado,42873.0,1,1,2013-01-21,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,76,2,2013,269,15,0,1,1,0
Licenciatura,Unión Libre,87679.0,0,0,2013-07-27,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,38,0,2013,2524,29,4,0,0,-1
Licenciatura,Unión Libre,57867.0,1,0,2013-10-01,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,48,1,2013,612,25,0,0,0,0
Licenciatura,Casado,35765.0,1,0,2013-12-11,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,36,1,2013,75,8,0,1,1,0
Licenciatura,Casado,65492.0,0,0,2014-01-26,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,67,0,2014,1045,26,0,0,0,0
Licenciatura,Divorciado,32952.0,1,0,2013-12-01,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,49,1,2013,55,6,0,1,1,0
Doctorado,Unión Libre,53374.0,0,1,2012-08-16,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,57,1,2012,1064,21,2,0,0,0
Licenciatura,Unión Libre,71706.0,0,1,2012-11-13,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,67,1,2012,1443,25,0,0,0,0
Licenciatura,Casado,68487.0,0,0,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,38,0,2013,1366,30,0,0,0,0
